HIP	RA2000	DE2000	Vmag	Name
19038	4.078239	22.081944	4.36	
19076	4.088931	22.009167	5.90	
19089	4.093342	34.239167	6.64	
19095	4.093694	-27.651944	5.59	
19111	4.096314	-20.512500	6.34	
19121	4.099025	-8.855833	6.27	
19129	4.100881	68.679722	5.88	
19167	4.109739	50.351111	4.25	
19171	4.110111	27.600000	5.18	
19172	4.110161	54.008889	6.31	
19174	4.110250	-18.050556	6.60	
19177	4.110781	65.520833	6.14	
19202	4.116144	-21.993889	6.65	
19205	4.116811	29.001111	5.21	
19222	4.119644	74.000278	6.49	
19233	4.122581	-64.223056	6.37	
19242	4.123678	-42.916667	6.59	
19261	4.128308	15.162778	6.02	
19284	4.133169	17.339722	5.89	
19298	4.136972	43.191111	6.57	
19302	4.137628	37.727778	6.07	
19331	4.142728	-45.864722	6.58	
19335	4.143469	38.040000	5.52	
19343	4.144353	47.712500	3.96	
19376	4.150433	13.398056	5.94	
19388	4.152750	19.609167	5.51	
19398	4.154956	-16.385833	5.45	
19400	4.156156	54.828889	6.25	
19412	4.157661	59.908056	6.29	
19434	4.161956	3.322778	6.49	
19454	4.166728	86.626111	5.84	
19461	4.167442	80.698611	5.10	
19483	4.172922	-6.923611	5.44	
19504	4.178414	18.423333	6.61	
19509	4.179414	-35.273611	6.43	
19511	4.179928	-8.819722	5.70	
19513	4.180522	26.480833	5.39	
19515	4.180675	-41.993611	4.93	
19525	4.183061	33.586667	5.75	
19554	4.188944	5.522778	5.71	
19569	4.192122	-0.422500	6.59	
19571	4.193383	-20.356111	5.80	
19587	4.197758	-6.837778	4.04	Beid
19590	4.198917	-8.837500	6.45	
19601	4.200072	-17.274444	6.41	
19611	4.202578	-0.735556	6.62	
19641	4.208700	17.277500	6.09	
19666	4.213344	-23.821111	6.61	
19672	4.214236	22.413333	6.14	
19673	4.214411	68.501111	6.33	
19679	4.216236	32.532778	6.69	
19718	4.225347	8.890278	6.52	
19719	4.225864	7.715833	5.29	
19720	4.226264	10.212500	6.24	
19721	4.226586	-40.357778	6.36	
19725	4.227264	-1.149722	6.45	
19730	4.229114	72.126111	6.05	
19736	4.230508	12.753611	6.25	
19740	4.232331	9.263889	4.84	
19746	4.233258	37.966944	6.47	
19747	4.233356	-42.293611	3.85	
19777	4.239914	-10.255833	4.87	
19780	4.240397	-62.473889	3.33	
19799	4.243400	10.011389	5.22	
19805	4.246819	-62.191944	5.45	
19810	4.247797	37.542500	6.31	
19811	4.248142	40.483611	4.67	
19812	4.248294	48.409167	4.12	
19823	4.250500	57.460278	6.06	
19849	4.254900	-7.644444	4.43	Keid
19859	4.258017	6.186944	6.32	
19860	4.258903	8.892222	4.27	
19877	4.262836	15.400556	6.31	
19893	4.267081	-51.486944	4.26	
19917	4.272478	-60.948333	6.34	
19921	4.274744	-59.301667	4.44	
19949	4.278642	53.611667	5.20	
19960	4.280194	16.214444	6.57	
19968	4.281542	61.850000	5.69	
19983	4.285575	57.860278	5.72	
19986	4.286753	50.865833	6.59	
19990	4.287692	20.578611	4.93	
19996	4.288675	-6.471944	5.95	
20020	4.294519	-63.255278	5.88	
20039	4.297736	80.535556	6.39	
20042	4.298228	-33.798333	3.55	
20049	4.299772	-80.214167	5.67	
20063	4.302247	42.141111	6.22	
20070	4.304050	50.295556	4.60	
20075	4.304464	-20.715278	6.00	
20087	4.306428	21.579167	5.64	
20089	4.306844	9.486944	6.54	
20106	4.310406	-22.969722	6.09	
20109	4.311106	-52.860278	6.08	
20138	4.317469	-33.904444	6.36	
20156	4.320328	50.048611	5.46	
20161	4.321292	-44.267778	5.33	
20171	4.323911	21.142222	5.50	
20186	4.326858	21.773333	5.34	
20188	4.327064	10.121389	6.31	
20205	4.329869	15.627500	3.65	
20219	4.332675	14.035000	5.58	
20231	4.336097	31.953056	6.16	
20234	4.336531	50.920833	5.55	
20241	4.337339	41.808056	5.95	
20250	4.339231	27.350833	4.97	
20252	4.340183	34.566667	4.93	
20255	4.340289	18.742500	6.11	
20261	4.343400	15.095278	5.26	
20263	4.344053	-6.245833	6.15	
20264	4.344167	-20.639444	5.38	
20266	4.344544	65.140278	5.26	
20268	4.344792	6.130833	5.76	
20271	4.345231	-7.592500	5.85	
20281	4.346956	9.224722	6.52	
20284	4.347961	13.864444	6.15	
20297	4.349453	-81.580000	5.78	
20341	4.357514	-0.097778	5.86	
20347	4.358692	-25.728333	6.08	
20354	4.359208	46.498889	4.80	
20357	4.359647	14.409722	6.60	
20360	4.360419	-6.283889	6.45	
20372	4.362686	-37.781667	6.53	
20376	4.363217	60.735833	5.40	
20380	4.364394	56.506111	5.91	
20384	4.364783	-63.386667	5.24	
20400	4.367625	14.077222	5.72	
20417	4.372981	20.821389	5.91	
20430	4.376369	25.629167	5.38	
20455	4.382231	17.542500	3.77	
20456	4.382753	59.616111	6.18	
20465	4.384906	-24.891944	5.81	
20467	4.385489	-35.544722	6.38	
20472	4.388008	11.377778	6.64	
20484	4.390278	16.777222	5.64	
20493	4.392322	20.981944	6.00	
20498	4.393278	42.427778	6.25	
20507	4.394689	-3.745278	5.17	
20522	4.397733	9.460833	5.10	
20533	4.399933	24.300833	6.34	
20535	4.400603	-34.016944	3.97	
20542	4.401581	17.444167	4.80	
20552	4.403422	-57.071111	6.28	
20558	4.404019	12.157778	6.42	
20579	4.408094	34.130833	5.73	
20591	4.410394	33.959722	5.77	
20613	4.415681	-34.756944	6.55	
20614	4.415850	19.041944	5.97	
20619	4.418156	-61.238056	5.94	
20630	4.421972	-44.160833	6.38	
20635	4.422806	22.293889	4.21	
20641	4.423594	22.200000	5.27	
20648	4.424811	17.927778	4.30	
20661	4.427014	15.940833	6.44	
20675	4.428419	-9.926389	6.66	
20698	4.433706	4.373333	6.37	
20704	4.435072	31.439167	5.29	
20711	4.438442	22.813611	4.28	
20713	4.439075	15.618333	4.48	
20715	4.439194	8.590278	6.06	
20732	4.443439	14.713611	4.69	
20765	4.449147	-24.081111	6.11	
20771	4.450183	2.079444	6.23	
20772	4.450239	57.585278	6.28	
20776	4.450803	80.824167	5.42	
20781	4.451644	-46.946667	6.10	
20789	4.454847	22.996111	5.53	
20804	4.457992	11.212222	5.87	
20825	4.462789	-62.521111	5.74	
20842	4.466867	21.620000	5.72	
20848	4.467672	1.858333	6.14	
20854	4.468661	-15.180278	6.69	
20856	4.469300	-41.959722	6.41	
20860	4.470361	83.807500	5.51	
20873	4.473150	14.740833	5.90	
20877	4.473992	16.359444	4.96	
20884	4.475586	1.380833	5.53	
20885	4.476231	15.962222	3.84	
20889	4.476925	19.180278	3.53	Ain
20892	4.477503	-19.458611	5.95	
20894	4.477686	15.870833	3.40	
20901	4.480583	13.047500	5.02	
20904	4.481106	30.361389	6.38	
20916	4.483256	16.159167	6.59	
20922	4.485258	-13.048333	5.61	
20933	4.488842	27.404167	6.53	
20934	4.488900	-46.515278	6.13	
20974	4.497756	69.378333	6.63	
20982	4.500167	83.340000	5.47	
20985	4.500639	10.262222	6.47	
20995	4.502369	15.637778	5.58	
20997	4.502775	-13.592222	6.22	
21010	4.505544	28.131667	6.51	
21029	4.509325	16.193889	4.78	
21036	4.510361	13.724444	5.40	
21038	4.510667	32.457778	6.18	
21039	4.510786	15.691944	5.47	
21042	4.511203	-35.653333	5.95	
21053	4.512983	16.148611	6.50	
21060	4.513917	-44.953611	5.07	
21082	4.518656	15.105000	6.28	
21108	4.523361	40.010000	6.25	
21110	4.523850	-13.643889	6.25	
21135	4.530678	5.764444	6.68	
21137	4.531025	15.851389	6.01	
21139	4.531297	-0.043889	4.91	
21144	4.532483	36.742778	6.35	
21148	4.533844	53.910833	5.78	
21152	4.534650	5.410000	6.37	
21192	4.543761	-3.209444	5.76	
21218	4.551761	-12.543056	6.67	
21239	4.556136	-10.785278	6.06	
21242	4.556917	43.063889	6.09	
21247	4.558506	72.528611	5.94	
21248	4.558508	-29.765833	4.49	
21249	4.558789	-6.988056	6.60	
21251	4.559178	18.016667	6.24	
21253	4.559472	-62.823611	5.79	
21257	4.560578	16.323333	6.58	
21258	4.560692	-8.255556	6.63	
21264	4.562336	-5.309444	6.66	
21267	4.562939	13.251667	6.62	
21269	4.563383	9.413611	6.01	
21273	4.564128	14.844444	4.65	
21278	4.565203	-6.738889	5.71	
21281	4.566589	-55.045000	3.30	
21295	4.568967	5.568611	5.67	
21296	4.569900	-8.231111	5.20	
21297	4.569942	-8.969722	5.24	
21298	4.570614	-6.837500	6.09	
21323	4.577219	28.961111	5.88	
21324	4.577258	-24.040556	6.37	
21363	4.583514	-19.921389	6.12	
21369	4.584817	57.420556	6.65	
21381	4.588250	-24.532778	6.69	
21386	4.590025	85.526944	6.55	
21393	4.592519	-30.562222	3.81	
21402	4.594231	10.160833	4.25	
21408	4.595158	19.881667	6.33	
21421	4.598667	16.509722	0.87	Aldebaran
21428	4.600464	-3.611389	6.34	
21444	4.605317	-3.352222	3.93	
21452	4.606731	64.261389	5.91	
21459	4.608075	23.340833	6.01	
21468	4.610536	36.952778	6.62	
21474	4.611294	15.869167	6.64	
21476	4.611508	41.264722	4.25	
21479	4.612689	-62.076944	5.59	
21486	4.614150	-30.716667	6.28	
21515	4.620467	-0.998333	5.32	
21517	4.620772	18.543056	6.49	
21525	4.622014	-41.873056	6.40	
21547	4.626697	-2.473333	5.22	
21585	4.635442	-58.203889	6.61	
21588	4.635939	16.033333	5.78	
21589	4.635944	12.510833	4.27	
21594	4.636353	-14.303333	3.86	
21601	4.637511	60.884167	6.64	
21604	4.637733	20.684722	5.85	
21611	4.639372	-77.655833	6.05	
21619	4.641525	26.939167	6.56	
21644	4.648219	-12.123056	4.99	
21666	4.651192	-51.672778	6.45	
21670	4.651694	7.870833	5.38	
21673	4.652556	15.800000	5.08	
21683	4.654569	15.917778	4.67	
21685	4.655456	-14.358889	5.46	
21689	4.656428	25.218056	6.21	
21718	4.663114	-1.052222	6.11	
21727	4.665192	53.079444	5.07	
21730	4.666119	53.473056	5.36	
21735	4.667617	12.197500	5.45	
21743	4.668569	-24.482222	5.56	
21749	4.669739	40.788889	6.58	
21756	4.671589	-58.944167	6.53	
21763	4.674025	-19.671111	4.32	
21770	4.676061	-41.863333	4.44	
21819	4.688817	28.615000	5.73	
21823	4.690025	48.300833	5.66	
21837	4.695011	-12.475833	6.64	
21847	4.697244	38.280278	5.97	
21861	4.700958	-37.144722	5.04	
21881	4.704083	22.956944	4.27	
21914	4.712906	-50.481389	5.30	
21915	4.713231	38.426389	6.66	
21928	4.715083	43.365278	5.30	
21942	4.716478	14.814444	6.69	
21949	4.717764	-70.931111	5.53	
21958	4.719253	-30.765278	5.66	
21961	4.720486	24.088889	6.18	
21966	4.721600	59.521111	6.51	
21972	4.722667	49.973611	5.86	
21986	4.726314	-8.794167	5.98	
21998	4.728961	-41.064722	6.24	
21999	4.728986	-52.263333	6.62	
22003	4.730075	32.865556	6.49	
22024	4.734811	-8.503333	5.78	
22028	4.735542	-18.666389	5.53	
22034	4.736947	40.786389	6.09	
22040	4.739200	-59.732778	5.28	
22044	4.740492	11.146111	5.39	
22081	4.749419	-63.229444	6.46	
22086	4.751153	-21.283333	5.72	
22093	4.754044	79.656667	6.67	
22109	4.758372	-3.254444	4.01	
22128	4.761794	23.627778	6.34	
22144	4.765417	-39.356389	6.04	
22152	4.766775	76.611111	6.46	
22157	4.767139	11.705556	5.35	
22176	4.771328	18.734722	5.99	
22189	4.773375	-2.954167	6.33	
22192	4.773819	-28.087500	6.18	
22196	4.774144	42.348333	6.53	
22220	4.779019	40.312500	5.99	
22263	4.793392	-16.934722	5.49	
22280	4.797100	-30.020556	6.35	
22287	4.800061	56.757500	5.29	
22300	4.801928	55.602778	6.32	
22319	4.807681	2.715000	6.51	
22325	4.809036	-16.329444	5.76	
22336	4.810056	-5.673333	5.77	
22354	4.812397	3.588333	6.04	
22361	4.813961	75.941389	5.96	
22381	4.817989	-56.666389	6.59	
22393	4.820233	31.437500	5.57	
22407	4.821961	32.588056	5.84	
22439	4.828422	-13.769167	6.27	
22441	4.828911	15.904167	6.09	
22449	4.830594	6.961111	3.19	
22453	4.831853	37.488056	4.89	
22479	4.836553	-16.217222	5.03	
22488	4.837828	-41.320833	6.06	
22508	4.843442	70.941389	6.36	
22509	4.843533	8.900000	4.35	
22520	4.845942	1.147778	6.66	
22531	4.848719	-53.461667	5.58	
22534	4.849050	-53.459722	6.42	
22545	4.852600	48.740556	5.64	
22549	4.853436	5.605000	3.68	
22552	4.853708	68.168611	6.54	
22565	4.856225	18.839722	5.08	
22570	4.857508	-51.725556	6.55	
22573	4.857833	-34.906111	5.82	
22597	4.862050	9.975000	6.11	
22607	4.863867	13.655000	6.30	
22611	4.865053	-34.238611	6.68	
22626	4.868103	63.505556	5.47	
22650	4.872631	45.940000	6.69	
22667	4.875544	14.250556	4.71	
22678	4.877222	36.703056	4.79	
22697	4.879747	27.897500	5.97	
22699	4.879936	42.586389	5.68	
22701	4.881578	-5.452500	4.36	
22717	4.884925	-72.408333	6.28	
22720	4.886056	52.841111	6.40	
22730	4.889656	2.508056	5.33	
22737	4.891803	-66.675278	6.43	
22743	4.892806	23.315556	6.55	
22744	4.892989	36.805833	6.69	
22754	4.894364	61.481667	6.64	
22774	4.898833	1.569167	6.61	
22783	4.900836	66.342500	4.26	
22797	4.904194	2.440556	3.71	
22812	4.907767	-3.225833	6.52	
22833	4.913031	11.425833	5.18	
22834	4.913275	7.779167	5.33	
22840	4.914086	-0.466944	5.98	
22842	4.914228	44.060833	6.06	
22844	4.914700	-58.547778	6.11	
22845	4.914917	10.151111	4.64	
22847	4.915228	-39.628611	6.11	
22850	4.916200	19.485278	6.36	
22854	4.917539	55.258889	5.52	
22860	4.918561	-16.740556	5.71	
22871	4.919761	-74.936944	5.47	
22881	4.921844	-16.417778	5.71	
22913	4.930600	15.040278	5.79	
22923	4.932878	5.398889	6.50	
22936	4.935300	52.869722	5.75	
22938	4.935839	7.904722	6.42	
22949	4.937664	24.592222	6.33	
22955	4.938914	36.168333	6.10	
22957	4.939533	13.514444	4.06	
22958	4.940053	-5.171111	5.50	
22994	4.947081	55.824167	6.65	
23015	4.949894	33.166111	2.69	
23033	4.952656	59.120278	6.55	
23041	4.954781	-1.066944	6.25	
23040	4.954783	53.751944	4.43	
23043	4.956208	17.153611	5.51	
23060	4.962414	-14.231667	6.15	
23068	4.963514	23.948333	5.79	
23088	4.969272	25.050278	5.79	
23090	4.969564	-16.780000	6.67	
23092	4.969694	-2.212778	6.34	
23123	4.975806	1.713889	4.47	
23148	4.980831	-82.470278	5.84	
23161	4.983169	14.543056	6.14	
23166	4.983733	-16.376111	5.65	
23179	4.987606	37.890278	4.93	
23213	4.995219	41.873056	6.66	
23216	4.996206	53.155278	6.09	
23221	4.997344	-10.262778	5.39	
23231	4.998808	-12.536944	4.78	
23251	5.003692	-78.300000	6.29	
23261	5.005097	39.394444	5.95	
23265	5.005756	81.193889	5.09	
23268	5.006447	39.654444	6.46	
23287	5.009425	3.615556	6.65	
23296	5.011061	-2.065833	6.31	
23310	5.013111	4.567500	6.69	
23311	5.013522	-5.750833	6.22	
23362	5.023767	-20.051667	4.91	
23364	5.023983	-7.173889	4.80	
23377	5.026258	-39.718056	6.02	
23380	5.026672	61.078333	6.03	
23408	5.030653	-0.721944	5.91	
23416	5.032814	43.823056	3.03	
23419	5.033342	1.608611	6.45	
23422	5.033603	-5.500833	6.64	
23430	5.036047	-26.274722	5.01	
23442	5.038831	74.269167	6.05	
23446	5.039669	-31.771389	5.92	
23453	5.041300	41.075833	3.69	
23467	5.045278	-71.314167	5.30	
23474	5.045817	-22.795000	5.74	
23475	5.045936	-4.210000	5.86	
23482	5.046869	-49.151389	5.37	
23484	5.047317	66.823611	6.20	
23497	5.051583	21.590000	4.62	
23511	5.055178	41.441667	6.11	
23522	5.056972	60.442222	4.03	
23551	5.064478	-14.370000	6.42	
23554	5.064794	-24.388056	5.61	
23555	5.064983	-41.745278	6.30	
23582	5.070214	73.763889	6.21	
23583	5.070711	30.494444	6.14	
23585	5.071158	45.779444	6.51	
23589	5.072661	21.277778	6.20	
23595	5.073419	-35.482778	4.55	
23596	5.073928	-35.705000	6.32	
23607	5.076150	15.404167	4.65	
23611	5.076922	32.320278	6.59	
23614	5.077208	27.696111	6.62	
23617	5.077681	74.066944	6.10	
23643	5.081814	-3.039444	6.04	
23649	5.082764	-49.577778	5.05	
23653	5.083503	-54.407222	6.26	
23668	5.087831	-26.152222	5.71	
23680	5.089919	1.177500	6.10	
23684	5.090914	46.916389	6.60	
23685	5.091014	-22.370833	3.19	
23693	5.091858	-57.472778	4.71	
23695	5.092253	19.806667	6.48	
23699	5.093811	23.060833	6.69	
23712	5.098169	26.429722	6.60	
23724	5.100258	35.936389	6.49	
23730	5.101686	68.972500	6.68	
23734	5.102350	58.972222	5.22	
23737	5.102572	-73.037778	6.26	
23743	5.103372	59.021389	6.08	
23766	5.108239	61.169722	6.00	
23767	5.108575	41.234444	3.18	
23777	5.110203	-13.122500	6.04	
23783	5.111294	51.598056	4.98	
23794	5.112681	-4.655000	5.12	
23799	5.113767	43.174722	6.20	
23818	5.119383	-19.392500	6.47	
23831	5.123578	-12.490833	5.97	
23835	5.124078	18.645000	4.91	
23840	5.126114	-63.399444	5.19	
23852	5.127311	9.472500	6.15	
23871	5.130119	20.418333	5.28	
23874	5.130506	-12.592222	6.33	
23875	5.130842	-5.086111	2.78	Cursa
23879	5.131353	8.498333	5.33	
23883	5.132064	21.704722	5.84	
23896	5.134722	7.898611	6.66	
23900	5.135172	24.265000	5.50	
23908	5.137017	-15.095278	6.38	
23910	5.137428	-35.718056	6.51	
23916	5.138942	-8.665278	5.80	
23941	5.145464	-4.456111	5.11	
23949	5.147342	19.859722	6.51	
23957	5.148933	3.218611	6.51	
23964	5.151222	49.121667	6.64	
23972	5.152439	-8.753889	4.25	
23983	5.155444	9.829444	5.43	
23995	5.158264	-2.135000	6.59	
24003	5.160172	69.639444	6.43	
24009	5.161172	62.479722	6.63	
24010	5.161656	15.597222	4.81	
24016	5.162125	29.798611	6.67	
24017	5.162369	64.919722	6.37	
24019	5.162517	28.030556	5.93	
24041	5.167572	-0.565000	6.11	
24059	5.169569	13.548333	6.69	
24072	5.171892	37.301667	6.02	
24109	5.178575	46.962222	5.67	
24114	5.179053	-25.910278	6.40	
24130	5.182769	-2.253611	6.24	
24162	5.188647	-2.490556	5.89	
24169	5.189681	-11.849167	5.60	
24172	5.190989	30.805278	6.62	
24189	5.193289	-37.395278	6.57	
24193	5.193975	29.903611	6.42	
24196	5.194819	-0.514444	6.68	
24197	5.194878	16.045556	5.18	
24203	5.195931	1.036944	5.88	
24244	5.204969	-11.868889	4.45	
24254	5.206236	73.946667	5.44	
24256	5.207136	-81.541667	6.51	
24294	5.213367	-6.056944	5.90	
24305	5.215519	-16.205278	3.29	
24313	5.217453	61.850000	6.17	
24327	5.220525	-12.941111	4.36	
24331	5.221522	2.861111	4.46	
24332	5.221542	37.337500	6.48	
24340	5.223814	38.484444	4.82	
24348	5.225358	62.691111	6.49	
24349	5.225431	1.967500	6.08	
24372	5.229286	-67.185278	4.81	
24377	5.229792	-0.560278	6.33	
24384	5.231481	-52.030556	6.03	
24394	5.233317	-14.606667	6.22	
24426	5.241344	-35.976944	5.75	
24436	5.242297	-8.201389	0.18	Rigel
24440	5.243206	76.472778	6.36	
24447	5.244289	31.401944	6.63	
24450	5.245569	5.156111	5.50	
24451	5.245631	53.213889	6.16	
24479	5.253161	59.405556	6.15	
24493	5.255144	-1.408889	6.15	
24505	5.256769	-26.943333	5.06	
24504	5.256781	32.687500	5.01	
24507	5.256911	-73.588333	6.49	
24512	5.257683	22.284722	6.26	
24520	5.260778	-52.182222	6.48	
24532	5.263072	-34.926667	6.66	
24555	5.267817	11.341111	5.52	
24560	5.269600	-11.352500	6.45	
24575	5.271708	34.312222	5.99	
24607	5.278069	1.947222	6.42	
24608	5.278139	45.998889	0.08	Capella
24618	5.280072	-17.142222	6.55	
24659	5.291394	-34.894167	4.81	
24663	5.291989	20.131944	6.69	
24674	5.293444	-6.844167	3.59	
24679	5.294514	-13.519444	5.48	
24727	5.302931	33.371944	4.54	
24732	5.303681	73.268056	5.81	
24738	5.304356	42.791944	5.55	
24740	5.305247	33.767222	6.15	
24771	5.311200	40.465000	6.22	
24786	5.313956	-18.130000	5.96	
24793	5.315389	41.095556	6.69	
24799	5.316672	33.748333	5.38	
24813	5.318911	40.100556	4.69	
24817	5.319786	2.595833	5.34	
24820	5.320753	20.134444	6.12	
24822	5.321275	22.096667	4.96	
24825	5.321511	-18.519722	6.37	
24827	5.321753	-18.509444	6.53	
24829	5.322808	-50.606389	5.44	
24831	5.323247	-27.368611	5.98	
24832	5.323256	33.985278	6.49	
24836	5.324403	58.117222	6.13	
24845	5.326258	-13.176667	4.29	
24847	5.326467	-1.411667	6.33	
24873	5.333064	-12.315556	5.29	
24879	5.333589	33.958056	5.05	
24881	5.333978	44.425278	6.49	
24902	5.337411	41.086111	5.46	
24906	5.338414	19.578056	6.65	
24909	5.339086	-34.698611	6.34	
24914	5.339614	62.653611	5.64	
24925	5.340669	-5.367500	6.40	
24927	5.340808	-21.239722	4.70	
24943	5.343592	-43.533889	6.60	
24948	5.343983	71.714722	6.57	
24951	5.344214	46.963611	6.54	
24955	5.344636	66.746667	6.39	
24960	5.345483	2.544722	6.43	
24971	5.348117	9.724444	6.62	
24977	5.349061	19.814167	6.20	
24984	5.349817	27.957222	6.35	
25001	5.353525	29.569722	5.66	
25007	5.354683	-34.345000	6.05	
25008	5.354819	54.252222	6.63	
25011	5.355364	4.011944	6.49	
25017	5.356403	-51.575278	6.67	
25028	5.358844	-0.416389	5.68	
25041	5.362100	8.428333	5.78	
25044	5.362708	-0.382222	4.72	
25045	5.362853	-24.772778	5.06	
25048	5.363447	41.804444	5.22	
25053	5.364164	-13.755556	6.62	
25059	5.365364	-17.603611	6.47	
25098	5.372819	-56.134444	6.10	
25110	5.376050	79.230556	5.08	
25142	5.380556	3.544444	4.99	
25143	5.380644	41.029167	5.54	
25180	5.386661	-26.705278	6.49	
25187	5.388475	-8.415556	5.99	
25192	5.389683	28.936667	6.45	
25194	5.390000	-39.678333	5.73	
25197	5.391064	57.544444	5.24	
25202	5.391711	-13.927222	5.25	
25205	5.391967	5.323056	6.34	
25216	5.393811	16.699167	6.09	
25223	5.395086	-0.159722	5.69	
25240	5.397592	-0.866389	6.13	
25247	5.399122	-7.807778	4.13	
25278	5.407031	17.383333	5.00	
25280	5.407908	-16.975556	5.64	
25281	5.407950	-2.396944	3.35	
25282	5.408031	-0.891667	5.07	
25288	5.410028	2.353056	6.33	
25290	5.410678	31.223889	6.30	
25291	5.410703	31.143056	5.94	
25292	5.410872	37.385278	5.02	
25301	5.412444	36.199722	6.49	
25302	5.412453	1.846389	4.89	
25303	5.412858	-52.316111	6.26	
25317	5.415439	-44.225556	6.09	
25322	5.416508	73.706944	6.48	
25329	5.417150	-10.328611	5.60	
25336	5.418853	6.349722	1.64	Bellatrix
25343	5.420261	34.855000	6.55	
25353	5.422264	-12.553889	6.55	
25363	5.425000	34.186111	6.66	
25365	5.425300	-0.543889	6.55	
25368	5.426806	-1.491111	6.44	
25378	5.429728	-0.520000	6.18	
25397	5.433283	-19.695278	5.78	
25401	5.433989	-5.518333	6.24	
25410	5.434922	16.700000	6.23	
25416	5.436328	78.414444	6.68	
25428	5.438194	28.607778	1.65	Alnath
25429	5.438689	-58.912500	5.14	
25443	5.442006	2.935833	6.52	
25453	5.444117	6.868611	6.41	
25471	5.446889	34.391667	5.92	
25473	5.447286	3.095556	4.59	
25475	5.447578	33.262222	6.18	
25476	5.448425	35.457222	6.17	
25480	5.449767	-2.360556	6.62	
25482	5.449950	-68.622500	6.02	
25486	5.451319	-11.900833	6.30	
25488	5.451478	-40.943611	5.86	
25492	5.452297	30.208611	5.69	
25499	5.452803	17.962222	5.40	
25502	5.453861	15.257500	6.18	
25505	5.454278	2.341111	6.36	
25532	5.460136	-21.375556	6.08	
25539	5.460578	21.936944	4.88	
25541	5.460803	34.475833	5.08	
25555	5.462669	15.873889	5.52	
25569	5.465194	48.226667	6.51	
25580	5.466922	33.764167	6.41	
25582	5.467075	1.298056	6.41	
25583	5.467111	17.239167	5.77	
25606	5.470758	-20.759167	2.81	Nihal
25608	5.470925	-37.230833	5.56	
25622	5.473819	-0.020278	6.66	
25624	5.474000	34.697222	6.56	
25638	5.476325	13.678889	6.35	
25667	5.482475	-3.307222	6.39	
25674	5.483633	42.270556	6.58	
25695	5.487914	25.150278	5.47	
25700	5.488144	-62.314167	6.60	
25708	5.489917	-3.446111	5.80	
25712	5.490392	-7.260833	6.69	
25714	5.490458	77.977500	6.53	
25730	5.494619	29.186389	6.20	
25732	5.494886	-0.802222	6.49	
25737	5.495550	-1.091944	4.71	
25746	5.497253	-47.076111	6.64	
25751	5.498547	1.789167	5.77	
25768	5.502628	-47.077222	5.46	
25769	5.502836	63.067222	5.43	
25776	5.503869	-84.785000	6.18	
25781	5.504408	-63.927778	6.19	
25785	5.505531	4.204722	6.21	
25786	5.505764	-7.434722	6.33	
25790	5.507269	15.360556	5.93	
25806	5.512033	22.462222	6.29	
25810	5.512519	39.825833	6.38	
25813	5.513069	5.948056	4.20	
25816	5.513514	41.461944	5.99	
25853	5.518783	-20.863333	5.53	
25859	5.520206	-35.470278	3.86	
25861	5.520703	3.291944	5.46	
25869	5.522469	-6.708333	6.23	
25886	5.526592	14.928889	6.69	
25887	5.526664	-45.925278	5.86	
25902	5.528797	-3.216389	6.69	
25911	5.530000	85.938611	6.50	
25918	5.531294	-76.341667	5.18	
25923	5.532183	-7.301389	4.62	
25930	5.533444	-0.298889	2.25	Mintaka
25945	5.536875	18.594167	4.32	
25950	5.537261	17.058056	5.50	
25973	5.542689	57.221389	6.44	
25976	5.543881	-0.011944	6.15	
25980	5.544819	-1.591667	5.34	
25981	5.544956	-16.319167	6.68	
25984	5.545464	32.191944	4.71	
25985	5.545503	-17.822222	2.58	Arneb
25993	5.547606	-38.513333	5.45	
26001	5.549867	-64.227500	5.34	
26019	5.552033	-35.139167	5.75	
26020	5.552042	-1.717222	6.53	
26034	5.554314	32.289167	6.62	
26054	5.557614	32.801111	6.50	
26057	5.557978	42.108889	6.55	
26063	5.558736	-1.155833	5.36	
26064	5.558786	18.540000	5.67	
26069	5.560422	-62.489722	3.76	
26071	5.560619	34.725556	6.27	
26072	5.560789	20.474167	6.19	
26077	5.561972	32.748889	6.54	
26079	5.562306	-54.902222	6.42	
26091	5.564442	-29.849167	6.52	
26093	5.565081	14.305556	5.60	
26098	5.565997	1.407500	6.58	
26104	5.567356	-7.023611	6.45	
26106	5.567747	-1.035556	6.24	
26108	5.567794	-1.470000	5.92	
26120	5.570808	-2.881667	6.69	
26126	5.571331	3.766944	5.32	
26149	5.574803	-0.012222	6.25	
26169	5.579106	-73.741111	5.79	
26173	5.580000	-7.200278	6.69	
26176	5.580344	9.489444	4.39	
26190	5.582622	-61.175833	6.32	
26197	5.583614	-6.009167	5.67	
26199	5.584078	-6.001944	4.78	
26200	5.584097	-58.871111	6.69	
26207	5.585633	9.934167	3.39	Meissa
26215	5.587011	10.240000	5.60	
26219	5.587625	-33.080000	5.76	
26220	5.587728	-5.387222	4.98	
26221	5.587908	-5.389444	5.13	
26233	5.589408	-4.494167	6.57	
26234	5.589533	-4.424167	6.24	
26235	5.589694	-5.415833	4.98	
26237	5.589767	-4.838333	4.58	
26241	5.590550	-5.909722	2.75	
26248	5.590867	24.039444	5.37	
26257	5.591967	-4.363889	6.56	
26263	5.593306	-3.252778	6.40	
26264	5.593369	-78.820833	6.04	
26268	5.594303	-4.855833	5.24	
26291	5.598756	27.662222	6.27	
